course_name,description,prerequisites,corequisites,,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTERS THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presentend, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTERS THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presentend, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTERS THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presentend, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTERS THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presentend, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
MASTERS THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master鈥檚 thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presentend, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the  dissertation has been publicly defended, approved by the doctoral  committee, and accepted by the Office of Graduate Education, it will be  archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the  dissertation has been publicly defended, approved by the doctoral  committee, and accepted by the Office of Graduate Education, it will be  archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the  dissertation has been publicly defended, approved by the doctoral  committee, and accepted by the Office of Graduate Education, it will be  archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the  dissertation has been publicly defended, approved by the doctoral  committee, and accepted by the Office of Graduate Education, it will be  archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the  dissertation has been publicly defended, approved by the doctoral  committee, and accepted by the Office of Graduate Education, it will be  archived in a standard format in the library.",[],[],,,,,,,,,,
