course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,,,,Crembil,,30,0,30,ARCH,2020-08-28,2020-12-21,FALL 2020,30378,4770,90,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Virgil,,70,2,68,ARCH,2020-08-28,2020-12-21,FALL 2020,28591,4780,01,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Oksiuta,,17,0,17,ARCH,2020-08-28,2020-12-21,FALL 2020,28592,4780,03,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Oatman,,17,0,17,ARCH,2020-08-28,2020-12-21,FALL 2020,28593,4780,04,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Vetcher,,17,3,14,ARCH,2020-08-28,2020-12-21,FALL 2020,28641,4780,05,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,,,,Bell,,12,1,11,ARCH,2020-08-28,2020-12-21,FALL 2020,28838,4780,50,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Rosenberg,,10,0,10,ARCH,2020-08-28,2020-12-21,FALL 2020,29202,4780,80,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,,,,Crembil,,30,0,30,ARCH,2020-08-28,2020-12-21,FALL 2020,30379,4780,90,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[]
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Virgil,,70,37,33,ARCH,2020-08-28,2020-12-21,FALL 2020,28839,4790,01,ARCH-4790,Architectural Design Studio 7,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios: Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4780 Architectural Design Studio 6.,Fall term annually.,['ARCH-4780'],[]
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Oksiuta,,17,3,14,ARCH,2020-08-28,2020-12-21,FALL 2020,28840,4790,03,ARCH-4790,Architectural Design Studio 7,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios: Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4780 Architectural Design Studio 6.,Fall term annually.,['ARCH-4780'],[]
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Oatman,,17,7,10,ARCH,2020-08-28,2020-12-21,FALL 2020,28841,4790,04,ARCH-4790,Architectural Design Studio 7,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios: Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4780 Architectural Design Studio 6.,Fall term annually.,['ARCH-4780'],[]
ARCHITECTURAL DESIGN STUDIO 7,LEC,5,MWR,2:00PM,5:50PM,Vetcher,,17,8,9,ARCH,2020-08-28,2020-12-21,FALL 2020,28842,4790,05,ARCH-4790,Architectural Design Studio 7,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios: Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4780 Architectural Design Studio 6.,Fall term annually.,['ARCH-4780'],[]
INTEGRATED DESIGN SCHEMATIC,LEC,5,MWR,2:00PM,5:50PM,Crembil,,43,37,6,ARCH,2020-08-28,2020-12-21,FALL 2020,28594,4820,01,ARCH-4820,Integrated Design Schematic,"This studio is a design-based studio that focuses on the integration of structural, technical, detail, zoning, and code-related issues with respect to the design of a moderate to large-scale building of civic importance. Such building types are (but not limited to) libraries, theaters, city halls, judicial buildings, educational buildings, etc. An important focus of the design project will be the relationship of the building to its urban context. An essential part of the design will involve programming of the building as well as responding to numerous of the learning outcomes defined by the NAAB (the accrediting agency for professional architecture programs) for a comprehensive design project. This course is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[]
